Test Case,Average Time,Notation,All Move Times,Score:
1,0.4980864854,Nf3 Nf6 Ne5 Ng4 Nxg4 e6 Ne5 h6 g3 a6 b3 c5 c3 Rg8 f4 Qf6 Ba3 d6 Nc4 g5 Nb6 Qe5 fxe5 Rg7 Nxa8 a5 Nb6 Kd8 exd6 Rg8 Bxc5 Nd7 Rg1 f6 a4 f5 h4 f4 gxf4 Nf6 fxg5 Ke8 gxf6 Kf7 d7 Rg2 dxc8=Q Rxe2+ Qxe2 h5 Qxh5+ Kxf6 Bxf8 e5 Qxb7 e4 Qxa5 Ke6 Ra3 Kf6 Qh7 Ke6 Ra2 Kf6 Bd6 Ke6 Nc8 Kf6 Rg8 Ke6 Ba6 e3 Qg6+ Kd7 Qg7+ Ke6 Qh6+ Kd7 Qd8+ Kc6 Bb8+ Kc5 Bd6+ Kd5 Qxe3 Kc6 Bc5,"[0.4535186290740967, 0.5082159042358398, 0.5740988254547119, 0.6617112159729004, 0.8102872371673584, 0.4355771541595459, 0.6777408123016357, 1.0041027069091797, 1.4459843635559082, 1.2845208644866943, 1.0097460746765137, 1.0189790725708008, 1.0491235256195068, 0.9013421535491943, 0.9499294757843018, 0.8235340118408203, 0.9583923816680908, 0.8683342933654785, 1.0005567073822021, 1.065591812133789, 1.5948326587677002, 1.0701994895935059, 1.251708984375, 0.5012261867523193, 0.6297445297241211, 0.40866899490356445, 0.5048971176147461, 0.43215346336364746, 0.6482448577880859, 0.3860301971435547, 0.5926792621612549, 0.45130085945129395, 0.7297074794769287, 0.4819939136505127, 0.6837289333343506, 0.33814430236816406, 0.6434421539306641, 0.6376850605010986, 1.3236103057861328, 0.4554176330566406, 1.0252394676208496, 0.5297291278839111, 0.8795821666717529, 0.3764212131500244, 0.7013733386993408, 0.48563528060913086, 0.9467575550079346, 0.45448946952819824, 0.03780245780944824, 0.1404712200164795, 0.7184078693389893, 0.014289617538452148, 0.6582765579223633, 0.0073239803314208984, 0.1630091667175293, 0.016556262969970703, 0.24625253677368164, 0.01844048500061035, 0.25877857208251953, 0.01831817626953125, 0.22675251960754395, 0.017001867294311523, 0.203904390335083, 0.01794147491455078, 0.24193978309631348, 0.019957542419433594, 0.32799363136291504, 0.01859569549560547, 0.24367547035217285, 0.02076864242553711, 0.304215669631958, 0.020379066467285156, 0.451336145401001, 0.016471147537231445, 0.3390219211578369, 0.026476383209228516, 0.3735988140106201, 0.032212018966674805, 0.46248745918273926, 0.01636648178100586, 0.32808494567871094, 0.008523225784301758, 0.15480256080627441, 0.020366907119750977, 0.35099172592163086, 0.006395101547241211, 0.11940550804138184]",0.9770114943
2,0.314559054,Nh3 e5 c3 Ba3 Nxa3 Ke7 Nb5 d5 Ng5 Bh3 Nxh3 Kd7 Ng1 Qe8 h4 a5 Qb3 f6 Qxd5+ Ke7 Nxc7 Qc6 Qxc6 g5 Qxb7 Nh6 Nxa8+ Nd7 hxg5 Kf8 Qc8+ Kf7 Qxh8 Nb8 Qxb8 Ke7 Qc7+ Ke8 gxh6 f5 Qxe5+ Kd7 Qxf5+ Ke8 g3 a4 Nc7+ Ke7 Rh5 a3 Qxh7+ Kd8 Rd5+ Kc8 b4 Kb7 Ne8+ Kb8 Nh3 Kc8 Rd3 Kb8 Qf7 Kc8 h7 Kb8 Bxa3 Ka8 Ng1 Kb8 c4 Kc8 Rf3 Kd8 Nc7 Kc8 Ne8 Kd8 Qf8 Kd7 Rc1 Kd8 h8=Q Kc8 g4 Kb8 b5 Kc8 Qfg7 Kd8 Rf4 Kc8 Kd1 Kb8 Rc2 Kc8 Bh3 Kd8 Bc5 Kc8 Qg6 Kb8 f3 Ka8 Ng7+ Kb7 Nf5 Kc7 b6+ Kb7 Ng3 Ka6 Rf8 Ka5 b7 Ka4 Rd8 Ka5 Bf2 Kb4 Nh5 Ka5 Qgg8 Kb4 g5 Ka3 Rd5 Ka4 Qc8 Ka3 Bh4 Ka4 Qa8+ Kb4 Qad8 Ka3 Qe7+ Ka4 c5 Kb5 Rc1 Kb4 Rd7 Kb5 e3 Ka4 Qhf6 Kb4 Rd6 Ka4 Qc3 Kb5 Qcf6 Ka4 Bf2 Kb5 Qfe6 Ka4 Rd3 Kb5 b8=Q+ Ka4 Q7f7 Ka5 Qh2 Kb5 Qh6 Ka4 Qb7 Ka5 Rc2 Ka4 Qbc7 Kb5 Qd7+ Ka5 Ke2 Kb4 Rd4+ Ka3 Qf7,"[0.4423952102661133, 0.46658754348754883, 0.6479370594024658, 0.9660735130310059, 0.7226748466491699, 0.8106467723846436, 0.7308363914489746, 0.7835021018981934, 1.123563289642334, 1.3785145282745361, 1.5461409091949463, 1.5719411373138428, 1.004072666168213, 1.0902698040008545, 0.9401566982269287, 1.028029441833496, 1.0605347156524658, 1.2023191452026367, 1.2843372821807861, 0.08468794822692871, 1.7072343826293945, 1.6603214740753174, 2.104438304901123, 0.5781798362731934, 1.1549665927886963, 0.5221736431121826, 1.3392555713653564, 0.16699862480163574, 1.1835877895355225, 0.6767663955688477, 1.023395299911499, 0.08274674415588379, 1.0980925559997559, 0.267012357711792, 0.6681540012359619, 0.2924177646636963, 1.020920991897583, 0.0820009708404541, 0.562291145324707, 0.03372645378112793, 0.21627020835876465, 0.03486943244934082, 0.2965264320373535, 0.0444493293762207, 0.20895767211914062, 0.02408909797668457, 0.21555256843566895, 0.017154693603515625, 0.2775096893310547, 0.025170564651489258, 0.29584407806396484, 0.022809982299804688, 0.15612530708312988, 0.006798267364501953, 0.20446538925170898, 0.016835451126098633, 0.3273894786834717, 0.03217959403991699, 0.15940546989440918, 0.015761613845825195, 0.100128173828125, 0.004508256912231445, 0.1013035774230957, 0.008755683898925781, 0.08527851104736328, 0.0061588287353515625, 0.16588664054870605, 0.009366035461425781, 0.11205363273620605, 0.006203889846801758, 0.17624568939208984, 0.009091854095458984, 0.09781479835510254, 0.009976387023925781, 0.09449434280395508, 0.008012533187866211, 0.21268773078918457, 0.010135889053344727, 0.09750938415527344, 0.014815568923950195, 0.23572611808776855, 0.023630857467651367, 0.12912440299987793, 0.017644166946411133, 0.3149540424346924, 0.03861641883850098, 0.3538846969604492, 0.0393214225769043, 0.3903634548187256, 0.014227628707885742, 0.1595461368560791, 0.012598276138305664, 0.2451486587524414, 0.013072490692138672, 0.2568514347076416, 0.013540267944335938, 0.24897170066833496, 0.011905193328857422, 0.11789584159851074, 0.0071718692779541016, 0.24149537086486816, 0.03384995460510254, 0.35104870796203613, 0.028804540634155273, 0.21597623825073242, 0.006533384323120117, 0.14069533348083496, 0.010186433792114258, 0.2899188995361328, 0.012862443923950195, 0.1906285285949707, 0.007869958877563477, 0.23841571807861328, 0.014460563659667969, 0.24644780158996582, 0.007577419281005859, 0.17492294311523438, 0.007532835006713867, 0.1996772289276123, 0.02034783363342285, 0.42801547050476074, 0.027472257614135742, 0.4853787422180176, 0.036865949630737305, 0.5226752758026123, 0.046607255935668945, 0.43654656410217285, 0.0292661190032959, 0.33651208877563477, 0.016901016235351562, 0.28162550926208496, 0.01702570915222168, 0.2659602165222168, 0.004941463470458984, 0.04600262641906738, 0.013558149337768555, 0.23149490356445312, 0.0054209232330322266, 0.09058547019958496, 0.0475616455078125, 0.6413955688476562, 0.05775880813598633, 0.5651524066925049, 0.04533815383911133, 0.8253476619720459, 0.07858014106750488, 0.8566932678222656, 0.07369780540466309, 0.6274456977844238, 0.04095149040222168, 0.5021069049835205, 0.008258581161499023, 0.1943345069885254, 0.035822391510009766, 0.5186097621917725, 0.04172468185424805, 0.4001784324645996, 0.03153872489929199, 0.4520878791809082, 0.03038763999938965, 0.38695430755615234, 0.017488956451416016, 0.27101755142211914, 0.009610652923583984, 0.2750694751739502, 0.033364057540893555, 0.476365327835083, 0.031275033950805664, 0.4581477642059326, 0.008028984069824219, 0.18823623657226562, 0.007264614105224609, 0.2076404094696045, 0.019309043884277344, 0.3136129379272461, 0.015735626220703125, 0.30146050453186035, 0.011253595352172852, 0.32224488258361816, 0.014740943908691406, 0.04659914970397949]",1.55801105
3,0.3727279546,Nf3 a6 Ne5 b6 Na3 c6 b4 g6 e3 c5 Qf3 a5 Qxa8 f6 Qxb8 Bg7 Ng4 Ba6 Nxf6+ Kf7 Qxd8 g5 Bxa6 Kg6 bxc5 Nh6 Bd3+ Nf5 Bxf5+ Kh6 Ng4+ Kh5 Nf6+ Kh6 Ng4+ Kh5 Nf6+ Kh6 Ng4+ Kh5 Bg6+ Kh4 g3+ Kh3 Qxh8 d6 Qxh7+ Bh6 Nxh6 e5 Qd7+ Kg2 Qb7+ d5 Qxd5+ e4 Qxe4+ Kh3 cxb6 a4 b7 g4 Qxg4+ Kg2 Qe4+ Kh3 Qxa4 Kg2 Qe4+ Kh3 Qf5+ Kg2 Qe4+ Kh3 g4 Kh4 Qa4 Kh3 b8=Q Kh4 Bh5 Kh3 Qba7 Kg2 Qc6+ Kh3 Ng8 Kh4 Qe7+ Kh3 Qed7 Kh4 Be8 Kh3 Qc4 Kg2 Qdc6+ Kh3 Nb1 Kh4 Kd1 Kh3 Q4e6 Kh4 c3 Kh3 Bd7 Kh4 Qcc4 Kh3 Qe7 Kg2 Qf1+ Kf3 Qd6 Ke4 Qfa6 Kf3 Ke1 Kg2 Qf1+ Kf3 Ne7 Ke4 Kd1 Kf3 Nc8 Ke4 Qf8 Kd5 Ba4 Ke6 Kc2 Ke5 Qf3 Ke6 a3 Ke5 Q3h3 Kd5 Qh8 Ke6 c4 Kf7 Qh5+ Ke6 Qhh3 Kf6 Qh5 Ke6 Kc3 Kf6 Bb3 Ke6 Qhh3 Kd7 g5+ Kc7 Na7 Kb7 Qd7+ Kb6 Kb4 Ka6 Bc2 Kb6 Bh7 Ka6 Qe2 Kb6 c5#,"[0.7725827693939209, 0.6492111682891846, 0.47809839248657227, 0.4935619831085205, 0.6356265544891357, 0.4999043941497803, 0.6056728363037109, 0.4606490135192871, 0.6598093509674072, 0.6780664920806885, 1.3207581043243408, 0.9993140697479248, 2.3904531002044678, 1.4531559944152832, 2.2010669708251953, 0.7603363990783691, 1.5636875629425049, 0.8429050445556641, 1.7325646877288818, 0.260422945022583, 2.759446144104004, 1.4250094890594482, 2.442821979522705, 0.821897029876709, 2.1138715744018555, 0.7368466854095459, 2.0837855339050293, 0.11127758026123047, 1.9594433307647705, 0.14236927032470703, 2.0206682682037354, 0.06580424308776855, 1.6366281509399414, 0.12692809104919434, 1.4806644916534424, 0.03375864028930664, 1.4706194400787354, 0.12935543060302734, 1.4728267192840576, 0.03467082977294922, 1.4659721851348877, 0.14459848403930664, 1.6259994506835938, 0.07218217849731445, 2.2065882682800293, 0.6544613838195801, 1.198169231414795, 0.06118583679199219, 0.46108198165893555, 0.11319375038146973, 0.4265584945678711, 0.03129696846008301, 0.7323122024536133, 0.04678463935852051, 0.5838840007781982, 0.02418231964111328, 0.4943869113922119, 0.009191274642944336, 0.2979881763458252, 0.01051187515258789, 0.12500548362731934, 0.003559589385986328, 0.037099599838256836, 0.005823612213134766, 0.11607027053833008, 0.0039255619049072266, 0.035025835037231445, 0.006796360015869141, 0.21265077590942383, 0.0034623146057128906, 0.030552148818969727, 0.005972862243652344, 0.11351132392883301, 0.0034329891204833984, 0.02922224998474121, 0.005107402801513672, 0.1304624080657959, 0.016191482543945312, 0.14165472984313965, 0.016309499740600586, 0.22765469551086426, 0.016634702682495117, 0.1987919807434082, 0.013630151748657227, 0.2412881851196289, 0.005716085433959961, 0.1513078212738037, 0.00789332389831543, 0.2229170799255371, 0.004887819290161133, 0.07809162139892578, 0.006873607635498047, 0.20860004425048828, 0.013012409210205078, 0.17619657516479492, 0.015004873275756836, 0.2886683940887451, 0.005770683288574219, 0.1581571102142334, 0.007132291793823242, 0.2283935546875, 0.01228475570678711, 0.18065905570983887, 0.0064661502838134766, 0.2001056671142578, 0.011855363845825195, 0.13666534423828125, 0.005777835845947266, 0.15116262435913086, 0.012357234954833984, 0.17590761184692383, 0.010161876678466797, 0.39287614822387695, 0.004057168960571289, 0.04994702339172363, 0.005890846252441406, 0.11040019989013672, 0.008095741271972656, 0.29016637802124023, 0.027576446533203125, 0.4635016918182373, 0.007454633712768555, 0.11540031433105469, 0.007952213287353516, 0.13965225219726562, 0.010207414627075195, 0.17937445640563965, 0.008613824844360352, 0.18403148651123047, 0.023872852325439453, 0.3202846050262451, 0.04084658622741699, 0.2617676258087158, 0.01491856575012207, 0.20232295989990234, 0.00623321533203125, 0.1195366382598877, 0.0051233768463134766, 0.09630155563354492, 0.026332378387451172, 0.194474458694458, 0.016388416290283203, 0.15549278259277344, 0.007292509078979492, 0.1792922019958496, 0.03435564041137695, 0.10467648506164551, 0.023549795150756836, 0.27124619483947754, 0.014047861099243164, 0.10394716262817383, 0.007136344909667969, 0.2036888599395752, 0.018439769744873047, 0.1569070816040039, 0.03268098831176758, 0.2574732303619385, 0.025328397750854492, 0.23337364196777344, 0.03982901573181152, 0.323559045791626, 0.025850772857666016, 0.2475414276123047, 0.005128622055053711, 0.09871268272399902, 0.006499767303466797, 0.14451146125793457, 0.0060045719146728516, 0.1102297306060791, 0.009682655334472656, 0.14746665954589844]",1.023391813
4,0.6100412597,Na3 a6 Nh3 h6 g3 Nf6 Bg2 c5 Nb1 e6 Ng1 Ng8 Bf3 d5 Bg2 Kd7 a4 Kc7 d3 c4 dxc4 b6 Nc3 Qg5 Bxg5 Be7 Bf4+ e5 Bxe5+ Kd8 Qxd5+ Bd6 Qxd6+ Bd7 Bxa8 Nf6 Qxb8+ Bc8 Qxb6+ Kd7 Qd4+ Nd5 Bxg7 Ke7 Nxd5+ Ke8 Qe3+ Kd7 Nb6+ Kc7 Bxh8 Bd7 Be5+ Kd8 Qd2 f6 Bxf6+ Ke8 Nxd7 a5 Be5 Ke7 e4 Ke6 Qd6+ Kf7 Bd5+ Ke8 g4 Kd8 Bh8 h5 gxh5 Ke8 Qc7 Ke7 h6 Ke8 Ne5 Kf8 O-O-O Ke8 Ngf3 Kf8 Nd7+ Ke7 Bc6 Kf7 Rhg1 Ke6 Nfe5 Ke7 Nf3 Ke6 Qa7 Kf7 Ne1 Ke6 Rh1 Kf7 f4 Ke6 Bf6 Kf7 h7 Kg6 h8=Q Kf7 Rg1 Ke6 Rg8 Kf7 Ne5+ Ke6 Qxa5,"[0.4611649513244629, 0.43224143981933594, 0.41991114616394043, 0.3966705799102783, 0.38965678215026855, 0.3683662414550781, 0.48834824562072754, 0.6735713481903076, 0.9173791408538818, 0.8072588443756104, 1.1085360050201416, 1.6568858623504639, 0.9561293125152588, 0.86631178855896, 0.8038923740386963, 1.1767146587371826, 0.9650046825408936, 1.2059829235076904, 1.0462369918823242, 1.5786964893341064, 2.00350022315979, 2.4118752479553223, 2.005521297454834, 1.9613916873931885, 2.2298262119293213, 1.431959867477417, 3.0815703868865967, 0.3229095935821533, 2.4526662826538086, 0.24783873558044434, 2.2167298793792725, 0.23156070709228516, 2.5273382663726807, 0.11850214004516602, 2.0184054374694824, 0.7938878536224365, 2.3077027797698975, 0.08121728897094727, 1.4026479721069336, 0.13991951942443848, 1.8712947368621826, 0.170274019241333, 1.5337979793548584, 0.5771851539611816, 2.0882503986358643, 0.12863421440124512, 1.8733603954315186, 0.14235544204711914, 1.3128788471221924, 0.08682775497436523, 1.6145265102386475, 0.29630517959594727, 1.3053529262542725, 0.025638580322265625, 1.1892404556274414, 0.12303686141967773, 0.7064764499664307, 0.051981210708618164, 1.0868616104125977, 0.030058860778808594, 0.23032522201538086, 0.04439735412597656, 0.45417070388793945, 0.0544285774230957, 0.2759425640106201, 0.009412050247192383, 0.32157206535339355, 0.007002830505371094, 0.19483661651611328, 0.016754627227783203, 0.28829431533813477, 0.02609109878540039, 0.39606451988220215, 0.0106048583984375, 0.1956799030303955, 0.009285688400268555, 0.23324084281921387, 0.008059263229370117, 0.18690252304077148, 0.007356882095336914, 0.1411914825439453, 0.006561279296875, 0.14623236656188965, 0.009299516677856445, 0.15648889541625977, 0.020566463470458984, 0.26969075202941895, 0.04192471504211426, 0.5531666278839111, 0.022470712661743164, 0.18181300163269043, 0.006865262985229492, 0.17737054824829102, 0.022751331329345703, 0.18027806282043457, 0.019678592681884766, 0.30368995666503906, 0.02297806739807129, 0.16952109336853027, 0.018311738967895508, 0.3208777904510498, 0.038637399673461914, 0.13406014442443848, 0.009166240692138672, 0.31947851181030273, 0.020303726196289062, 0.3385040760040283, 0.008520841598510742, 0.2393660545349121, 0.006072282791137695, 0.15172195434570312, 0.00758814811706543, 0.16327643394470215, 0.005251169204711914, 0.030378341674804688]",0.6086956522
5,0.2993828526,b4 f5 Bb2 g5 Bxh8 a6 e3 c5 Be5 Qb6 bxc5 Qf6 Qh5+ Qg6 Qxg6+ Kd8 Qxg8 e6 Qxg5+ Be7 Qg8+ Bf8 d4 h6 Nh3 b5 cxb6 a5 c3 Na6 f3 Nb4 cxb4 Bb7 Bf6+ Kc8 bxa5 Ra7 bxa7 Kc7 Qg3+ e5 Qxe5+ Bd6 Bd8+ Kc8 Qxd6 Be4 fxe4 Kb7 Qb8+ Kc6 exf5 d5 a8=Q+ Kd7 Ba6 Ke8 Bd3 Kf8 Qb6 h5 Be2 Kf7 Qxd5+ Kf8 Bf6 Ke8 Qbb7 h4 a4 Kf8 Bc4 Ke8 Be2 Kf8 Qb2 Ke8 Qbb5+ Kf8 Qdd7 Kg8 Nf4 h3 gxh3 Kf8 Kf2 Kg8 Be5 Kf8 e4 Kg8 Qb3+ Kf8 d5 Kg8 Qc8+ Kh7 Qa3 Kh6 Qf3 Kg5 Qd7 Kh6 Bc7 Kg5 Qa3 Kh4 Rd1 Kg5 Bd6 Kh4 Nc3 Kg5 Ne6+ Kh4 Nf4 Kg5 Bb5 Kh4 Be5 Kg5 Qae7+ Kh6 Ng2 Kh5 Qee8+ Kg5 Bc7 Kh6 Be2 Kg5 a6 Kh6 a7 Kg5 Bd6 Kf6 Qb5 Kg5 Rd2 Kh6 Qf8+ Kh7 Qfe8 Kh6 Qb4 Kg7 Nh4 Kh6 Bc4 Kg7 Kg2 Kf6 Kf1 Kg7 Qa5 Kf6 Qed8+ Kf7 Bc5 Kg7 Bg1 Kh6 Rda2 Kg7 Ng6 Kh7 Qd6 Kg8 Ne2 Kh7 Kg2 Kg7 Ba6 Kg8 Qf4 Kg7 Bb7 Kf7 Nd4 Kf6 Qc5 Kf7 Re1 Kg7 Raa1 Kf7 Nf3 Kg8 Qfe3 Kh7 Qe2 Kh6 Ra2 Kh7 Nfh4 Kg8 Qa5 Kg7 Nf3 Kh7 d6 Kh6 e5 Kh5 Qc5 Kh6 Kf2 Kh7 Qc3 Kg8 Qec2 Kf7 e6+ Ke8 Rf1 Kd8 Nge5 Ke8 Kg3 Kd8 Qd4 Ke8 Qdd2 Kd8 Qh6 Ke8 Bd5 Kd8 Qcc1 Ke8 f6 Kd8 e7+ Ke8 Nf7 Kd7 Qc2 Ke8 a8=Q+ Kd7 Bc6+ Ke6 Qb3+ Kf5 e8=Q,"[0.4467318058013916, 0.4726438522338867, 0.46982479095458984, 0.5983140468597412, 0.7633321285247803, 0.5859086513519287, 0.6677041053771973, 0.70475172996521, 1.3941457271575928, 1.1676113605499268, 2.920116662979126, 1.7696964740753174, 1.8288416862487793, 0.14533710479736328, 1.948197603225708, 0.06669497489929199, 1.8245179653167725, 0.4094047546386719, 1.487736463546753, 0.10476374626159668, 1.5733399391174316, 0.026682615280151367, 1.1020596027374268, 0.3211681842803955, 0.9310903549194336, 0.2739095687866211, 0.8864362239837646, 0.24410080909729004, 1.0266733169555664, 0.36205220222473145, 1.013523817062378, 0.39991164207458496, 1.2352988719940186, 0.3488173484802246, 1.649627685546875, 0.09506940841674805, 1.7004549503326416, 0.4263880252838135, 1.1191251277923584, 0.31499481201171875, 1.5155789852142334, 0.1805250644683838, 1.354067325592041, 0.0942986011505127, 0.9250640869140625, 0.08082985877990723, 1.3391902446746826, 0.17222094535827637, 0.9499313831329346, 0.05240488052368164, 0.5053355693817139, 0.009970664978027344, 0.37181568145751953, 0.051191091537475586, 0.23821353912353516, 0.010047435760498047, 0.26297831535339355, 0.022395849227905273, 0.5137994289398193, 0.06075596809387207, 0.7002098560333252, 0.05796384811401367, 0.469329833984375, 0.059650421142578125, 0.4790222644805908, 0.03014969825744629, 0.3803527355194092, 0.015543699264526367, 0.2751023769378662, 0.012812376022338867, 0.1247549057006836, 0.005785703659057617, 0.14107608795166016, 0.005469322204589844, 0.11894941329956055, 0.00725865364074707, 0.13819599151611328, 0.006049156188964844, 0.16913533210754395, 0.0053691864013671875, 0.08702826499938965, 0.006001472473144531, 0.16443538665771484, 0.021214723587036133, 0.2486131191253662, 0.005228519439697266, 0.1156606674194336, 0.006066799163818359, 0.15547823905944824, 0.005358219146728516, 0.12587928771972656, 0.005539655685424805, 0.14656686782836914, 0.0053064823150634766, 0.07274937629699707, 0.0064127445220947266, 0.18416285514831543, 0.015276193618774414, 0.1973881721496582, 0.008283376693725586, 0.30712008476257324, 0.013782501220703125, 0.2604072093963623, 0.010723114013671875, 0.12651801109313965, 0.014407634735107422, 0.25694751739501953, 0.017663240432739258, 0.10994577407836914, 0.010887861251831055, 0.3323073387145996, 0.01799178123474121, 0.12219762802124023, 0.009435892105102539, 0.36267614364624023, 0.015258550643920898, 0.1419675350189209, 0.009966611862182617, 0.35311102867126465, 0.01972365379333496, 0.13228201866149902, 0.008008003234863281, 0.29025721549987793, 0.0045108795166015625, 0.040499210357666016, 0.005637645721435547, 0.1487290859222412, 0.014594793319702148, 0.16766786575317383, 0.013273239135742188, 0.16541647911071777, 0.007782459259033203, 0.23199677467346191, 0.01354837417602539, 0.17746257781982422, 0.009575605392456055, 0.2891964912414551, 0.016263246536254883, 0.1808483600616455, 0.023189306259155273, 0.34389710426330566, 0.030239582061767578, 0.5136971473693848, 0.011158466339111328, 0.05672955513000488, 0.025825977325439453, 0.6228106021881104, 0.04942202568054199, 0.9999866485595703, 0.053290367126464844, 0.7226331233978271, 0.035295724868774414, 0.575610876083374, 0.029188871383666992, 0.33643126487731934, 0.02354121208190918, 0.5294399261474609, 0.030762195587158203, 0.302476167678833, 0.021514892578125, 0.16782903671264648, 0.012248992919921875, 0.47367429733276367, 0.024288654327392578, 0.36312270164489746, 0.023137807846069336, 0.3493504524230957, 0.024006366729736328, 0.2411022186279297, 0.03317546844482422, 0.37270021438598633, 0.030974626541137695, 0.3590099811553955, 0.0342254638671875, 0.5406651496887207, 0.04022336006164551, 0.3999035358428955, 0.03074932098388672, 0.5143182277679443, 0.03753066062927246, 0.4999125003814697, 0.03960537910461426, 0.29222822189331055, 0.029234647750854492, 0.575984001159668, 0.04578208923339844, 0.6550486087799072, 0.04236483573913574, 0.5820543766021729, 0.04143953323364258, 0.4024679660797119, 0.03341555595397949, 0.2889280319213867, 0.03522920608520508, 0.5548958778381348, 0.04876279830932617, 0.6871535778045654, 0.06344914436340332, 0.6986210346221924, 0.03460526466369629, 0.541424036026001, 0.0471034049987793, 0.3712301254272461, 0.03722739219665527, 0.3773806095123291, 0.02886652946472168, 0.13043665885925293, 0.010051727294921875, 0.4543335437774658, 0.03260183334350586, 0.365694522857666, 0.03231644630432129, 0.3909318447113037, 0.032222747802734375, 0.3772265911102295, 0.013836145401000977, 0.15740418434143066, 0.006073474884033203, 0.14827966690063477, 0.007603645324707031, 0.25168871879577637, 0.024675607681274414, 0.17092037200927734, 0.010630607604980469, 0.319000244140625, 0.017469167709350586, 0.16034531593322754, 0.00690913200378418, 0.19713401794433594, 0.008780717849731445, 0.2067418098449707, 0.007802724838256836, 0.19473600387573242, 0.007932186126708984, 0.18594741821289062, 0.004683017730712891, 0.02083873748779297, 0.008020401000976562, 0.21357464790344238, 0.00726008415222168, 0.17564654350280762, 0.006072044372558594, 0.03974509239196777, 0.008774757385253906, 0.23154735565185547, 0.007193803787231445, 0.0776529312133789]",2.24291498
